insertId,jsonPayload.instruction,jsonPayload.job,jsonPayload.logger,jsonPayload.message,jsonPayload.portability_worker_id,jsonPayload.step,jsonPayload.thread,jsonPayload.work,jsonPayload.worker,"labels.""compute.googleapis.com/resource_id""","labels.""compute.googleapis.com/resource_name""","labels.""compute.googleapis.com/resource_type""","labels.""dataflow.googleapis.com/job_id""","labels.""dataflow.googleapis.com/job_name""","labels.""dataflow.googleapis.com/region""",logName,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.job_id,resource.labels.job_name,resource.labels.project_id,resource.labels.region,resource.labels.step_id,resource.type,severity,timestamp
8896859151494313223:277612:0:610491456,process_bundle-3962055-4021753,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5513687955",sdk-0-0,Standardize Message,Thread-18,3962055,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.547113418Z
8896859151494313223:277612:0:610490931,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4833372972,sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.545294523Z
8896859151494313223:277612:0:610490406,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5394053610",sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.541846990Z
8896859151494313223:277612:0:610489881,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5394053610",sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.529722929Z
8896859151494313223:277612:0:610489356,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5169769087,sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.529000043Z
8896859151494313223:277612:0:610488831,process_bundle-3962055-4021753,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4944018359,sdk-0-0,Standardize Message,Thread-18,3962055,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.524370908Z
8896859151494313223:277612:0:610488306,process_bundle-3962055-4021753,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5512115786",sdk-0-0,Standardize Message,Thread-18,3962055,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.521743774Z
8896859151494313223:277612:0:610487781,process_bundle-3962055-4021753,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5512115786",sdk-0-0,Standardize Message,Thread-18,3962055,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.513209819Z
8896859151494313223:277612:0:610487256,process_bundle-3962031-4021729,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4941209057,sdk-0-0,Standardize Message,Thread-30,3962031,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.489068031Z
8896859151494313223:277612:0:610486731,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5507459697,sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.480317115Z
8896859151494313223:277612:0:610486206,process_bundle-3962053-4021751,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4944018312,sdk-0-0,Standardize Message,Thread-32,3962053,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.470542907Z
8896859151494313223:277612:0:610485681,process_bundle-3962013-4021711,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/tools/path_history_compression.py:37,Work zone is too short,sdk-0-0,Standardize Message,Thread-17,3962013,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,ERROR,2022-09-30T15:46:21.440269470Z
8896859151494313223:277612:0:610485207,process_bundle-3962053-4021751,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5477439549",sdk-0-0,Standardize Message,Thread-32,3962053,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.434876203Z
8896859151494313223:277612:0:610484682,process_bundle-3962053-4021751,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5477439549",sdk-0-0,Standardize Message,Thread-32,3962053,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.434532880Z
8896859151494313223:277612:0:610484157,process_bundle-3962053-4021751,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5154941579,sdk-0-0,Standardize Message,Thread-32,3962053,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.433763504Z
8896859151494313223:277612:0:610483632,process_bundle-3962051-4021749,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4945742180,sdk-0-0,Standardize Message,Thread-21,3962051,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.406299114Z
8896859151494313223:277612:0:610483107,process_bundle-3962031-4021729,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5056283174,sdk-0-0,Standardize Message,Thread-30,3962031,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.400664091Z
8896859151494313223:277612:0:610482582,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5512115547",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.398494958Z
8896859151494313223:277612:0:610482057,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5512115547",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.398174524Z
8896859151494313223:277612:0:610481532,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5513687795",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.397348642Z
8896859151494313223:277612:0:610481007,process_bundle-3962054-4021752,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5053410466,sdk-0-0,Standardize Message,Thread-31,3962054,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.396041870Z
8896859151494313223:277612:0:610480482,process_bundle-3962054-4021752,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5509199259",sdk-0-0,Standardize Message,Thread-31,3962054,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.394920349Z
8896859151494313223:277612:0:610479957,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5513687795",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.394364356Z
8896859151494313223:277612:0:610479432,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5384723704",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.393426179Z
8896859151494313223:277612:0:610478907,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5384723704",sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.393207550Z
8896859151494313223:277612:0:610478382,process_bundle-3962053-4021751,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5068282724,sdk-0-0,Standardize Message,Thread-32,3962053,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.392705440Z
8896859151494313223:277612:0:610477857,process_bundle-3962054-4021752,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5509199259",sdk-0-0,Standardize Message,Thread-31,3962054,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.389294147Z
8896859151494313223:277612:0:610477332,process_bundle-3962052-4021750,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event4891585977,sdk-0-0,Standardize Message,Thread-24,3962052,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.374348402Z
8896859151494313223:277612:0:610476807,process_bundle-3962031-4021729,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5680316375,sdk-0-0,Standardize Message,Thread-30,3962031,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.373249769Z
8896859151494313223:277612:0:610476282,process_bundle-3962050-4021748,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5185508921,sdk-0-0,Standardize Message,Thread-29,3962050,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.295651674Z
8896859151494313223:277612:0:610475757,process_bundle-3962050-4021748,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5394400493",sdk-0-0,Standardize Message,Thread-29,3962050,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.294219732Z
8896859151494313223:277612:0:610475232,process_bundle-3962050-4021748,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:419,"Unable to process event, no start date for event: OpenTMS-Event5394400493",sdk-0-0,Standardize Message,Thread-29,3962050,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,WARNING,2022-09-30T15:46:21.293930530Z
8896859151494313223:277612:0:610474707,process_bundle-3962049-4021747,2022-09-23_08_04_38-5322857071718480020,/usr/local/lib/python3.7/site-packages/CV_Work_Zone/wzdx/raw_to_standard/planned_events.py:447,Unable to retrive geometry coordinates for event: OpenTMS-Event5017878723,sdk-0-0,Standardize Message,Thread-18,3962049,wzdx-planned-events-stand-09230807-936k-harness-7f99,8896859151494313223,wzdx-planned-events-stand-09230807-936k-harness-7f99,instance,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,us-central1,projects/cdot-rtdh-prod/logs/dataflow.googleapis.com%2Fworker,,2022-09-30T15:46:21.732495033Z,,2022-09-23_08_04_38-5322857071718480020,wzdx-planned-events-standard,cdot-rtdh-prod,us-central1,Standardize Message,dataflow_step,INFO,2022-09-30T15:46:21.248944282Z
